[Chat Event] Time: 2026-07-19T08:34:07.402Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: [] | Content: บอกแวร์อย่าแพร่ม
[Chat Event] Time: 2026-07-23T12:04:02.753Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: เล่นกับหนูก่อนได้ไหม
[Chat Event] Time: 2026-07-23T12:04:06.670Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: กําลังกิน
[Gift Event] Time: 2026-07-23T12:04:16.587Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:04:16.588Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: ไม่เข้าใจทำไมเวลาเล่น tiktok ใน Windows แล้ว She ให้เอาฟังชั่นมาน้อยมาก
[Gift Event] Time: 2026-07-23T12:04:19.859Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:04:34.696Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:04:37.927Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:04:39.625Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: ใช่
[Gift Event] Time: 2026-07-23T12:04:44.590Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:04:48.720Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:04:58.501Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:05:01.801Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:05:05.834Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: เดี๋ยวหนูไปหาพี่นะ
[Gift Event] Time: 2026-07-23T12:05:12.383Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Finger Heart | GiftId: 5487
[Chat Event] Time: 2026-07-23T12:05:13.257Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: ปั้มเวลก่อน
[Gift Event] Time: 2026-07-23T12:05:15.745Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Finger Heart | GiftId: 5487
[Chat Event] Time: 2026-07-23T12:05:24.656Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: พี่ขอสแกนหน่อย
[Chat Event] Time: 2026-07-23T12:05:41.117Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: 14
[Chat Event] Time: 2026-07-23T12:05:43.598Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: 25
[Gift Event] Time: 2026-07-23T12:05:46.883Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:05:50.173Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:05:58.589Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:06:01.904Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:06:06.086Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:06:07.544Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: เอ๊า
[Gift Event] Time: 2026-07-23T12:06:09.245Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:06:15.849Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:06:20.060Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:06:22.578Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: 20thc85 😭😭
[Gift Event] Time: 2026-07-23T12:06:28.315Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:06:30.699Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: รอด้วย
[Gift Event] Time: 2026-07-23T12:06:31.549Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:06:48.054Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:06:51.433Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:06:53.870Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: เวลขึ้นช้ามาก
[Gift Event] Time: 2026-07-23T12:06:57.015Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:07:01.185Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:07:03.636Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: อยู่เเต่ใน
[Gift Event] Time: 2026-07-23T12:07:06.112Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:07:09.503Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:07:21.619Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: 
[Gift Event] Time: 2026-07-23T12:07:22.529Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:07:25.830Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:07:42.295Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:07:45.523Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:07:53.848Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:07:57.780Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:07:58.659Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: ใครเข้าจอด เขาให้เก็บวิน
[Gift Event] Time: 2026-07-23T12:08:02.733Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:08:06.036Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:08:10.087Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:08:13.282Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:08:19.884Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: เห้นชั้นเปนไก่มั้ย
[Gift Event] Time: 2026-07-23T12:08:20.748Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:08:22.411Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: เก็บให้มันตันด่านนั้นๆ
[Gift Event] Time: 2026-07-23T12:08:24.056Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:08:27.340Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:08:30.632Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:08:54.366Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: ขอรุ้วิ่งหน่อยค่ะ
[Gift Event] Time: 2026-07-23T12:09:04.123Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:09:07.457Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:09:14.940Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:09:18.269Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:10:07.632Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["CQ_zzLv5SI4U4IzOAAAB","vGHl1cZhd3B2JE7YAAAZ","gjX0_Qy_fMbtrwMOAAAc","-xjRK6zYJSXDwV79AAAd","LPYwZiKYO2p2S8JMAAAg","btFP8gshna185GUoAAAh","rKwL_nL1V1FBotq0AAAj","Z2W53MogaNtI5xM9AAAl","kkc3KSCaVmyOSfCMAAAn","jmeDgKLa9v7AYX15AAAp","m0xjC9Fhyx5D68rsAAAr"] | Content: แอดหนูหน่อย
[Gift Event] Time: 2026-07-23T12:10:18.176Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Finger Heart | GiftId: 5487
[Gift Event] Time: 2026-07-23T12:10:21.497Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Finger Heart | GiftId: 5487
[Chat Event] Time: 2026-07-23T12:41:09.679Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content:  
[Chat Event] Time: 2026-07-23T12:41:11.083Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content:  
[Chat Event] Time: 2026-07-23T12:41:16.944Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content: รอๆๆๆ
[Chat Event] Time: 2026-07-23T12:46:42.750Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content: เริ่ด
[Chat Event] Time: 2026-07-23T12:47:02.636Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content: หวัดดี
[Gift Event] Time: 2026-07-23T12:47:16.748Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Heart Me | GiftId: 7934
[Chat Event] Time: 2026-07-23T12:47:43.220Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content: สิริตั้งใจเวลใจได้ไหม
[Chat Event] Time: 2026-07-23T12:48:58.738Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content: อยากให้มีเห็นว่าใครส่งอะไรขึ้นจอ แบบ คุณ… ส่งกุหลาบ*1 ไรงี้มีไหมๆ
[Gift Event] Time: 2026-07-23T12:49:29.255Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Heart Me | GiftId: 7934
[Chat Event] Time: 2026-07-23T12:49:35.888Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content: รอๆ เดี๋ยวแม่ทำคลิปสอนใช้แนะนำโปรแกรมลงช่องเลยๆๆ
[Gift Event] Time: 2026-07-23T12:49:54.004Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Popular Vote | GiftId: 13651
[Gift Event] Time: 2026-07-23T12:49:54.817Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: สมุนแพนด้า | GiftId: 175483
[Gift Event] Time: 2026-07-23T12:49:55.673Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Popular Vote | GiftId: 13651
[Gift Event] Time: 2026-07-23T12:49:58.238Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: สมุนแพนด้า | GiftId: 175483
[Gift Event] Time: 2026-07-23T12:50:17.407Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Gift Event] Time: 2026-07-23T12:50:17.410Z | Token: 2afbab0ebcdf8d2539323671bd12ef68 | GiftName: Rose | GiftId: 5655
[Chat Event] Time: 2026-07-23T12:50:30.726Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content: พี่ชื่อกะปิปกะปอยค่ะ
[Chat Event] Time: 2026-07-23T12:51:14.884Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content: เยอะ แล้วเปิดเยอะเริ่มไม่ไหว
[Chat Event] Time: 2026-07-23T12:51:23.084Z | Room: 2afbab0ebcdf8d2539323671bd12ef68 | Sockets in Room: ["l7N9_iiorxXnnbjdAAAB","-oriayRj94OvqWq6AAAG","lInXyLlaes_Zy-ykAAAJ","8UcwgKkLHphwW7O5AAAK","zh4Lc2daepFvgHn1AAAM","Be_91txeXqSJRbWgAAAO","Xs1-oUVK4mf1ZN6eAAAP","y79zLgZxVn98O2ktAAAR","tH6AQW4OZ3XKekK8AAAT","7WGTcYeYfqIiFwpIAAAV","1Qso5FVvmCkBzraEAAAX"] | Content: แพน ด้า เเดง
